ID WHO city,iso3,country,city,pm10,Year,type_of_stations,pm10_type,pm25,pm25_type,reference,latitude,longitude,population,wbinc16_text,region,date_compiled,population_source,tempcov_PM10,tempcov_PM25,latitude_pop,longitude_pop,Region,region_abbr,tempcov_PM10_grad,tempcov_PM25_grad,conc_pm25,color_pm25,conc_pm10,color_pm10
NA,FRA,France,Saint-Lo,17.48256184,2016,1 Urban-Background,Measured,11.60682677,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.11639,-1.084722,18874,High income,Eur_HI,2018,1 old database,0.970969945,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Saint-Martin-D'heres,18.25907928,2016,1 Urban-Background,Measured,12.12236354,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.1828,5.7531,37126,High income,Eur_HI,2018,1 old database,0.97928051,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Saint-Martin-Du-Tertre,17.65991362,2016,1 Rural-Regional-Background,Converted,11.72457218,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.100277,2.343889,2649,High income,Eur_HI,2018,1 old database,NA,0.944672131,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,FRA,France,Saint-Michel-L'observatoire,10.53978084,2016,1 Rural-Near_city-Background,Measured,8.60566269,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.933475,5.711809,1179,High income,Eur_HI,2018,1 old database,0.95582878,0.95514572,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Saint-Nazaire,15.19151842,2016,1 Urban-Background,Measured,9.93182706,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.26412,-2.249858,67097,High income,Eur_HI,2018,1 old database,0.979166667,0.943989071,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Saint-Nazaire-Le-Desert,7.61566293,2016,1 Rural-Remote-Background,Measured,5.33993867,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.569443,5.278972,143,High income,Eur_HI,2018,1 old database,0.975409836,0.983834244,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Saint-Omer,20.28819048,2016,1 Urban-Background,Measured,13.46950833,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.74823,2.25978,15747,High income,Eur_HI,2018,1 manual,0.943078324,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Saint-Paul,16.39811955,2016,"1 Rural-Near_city-Traffic, 1 Suburban-Background, 1 Suburban-Traffic, 1 Urban-Background",Measured,7.08232996,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],-21.0634165,55.27217575,103916,High income,Eur_HI,2018,4 old database,0.957564891,0.947404372,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Saint-Pierre,18.39652448,2016,"1 Rural-Near_city-Traffic, 1 Rural-Regional-Background, 2 Suburban-Background, 1 Urban-Background",Measured,5.96035986,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],-14.1035836,32.1722838,80356,High income,Eur_HI,2018,5 old database,0.929849727,0.915243625,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Saint-Pierre-Des-Corps,18.5182946,2016,1 Urban-Traffic,Measured,12.29445887,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.39464,0.704873,15773,High income,Eur_HI,2018,1 manual,0.97996357,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Saint-Quentin,17.27354208,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,13.35191047,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.847077,3.2827195,56278,High income,Eur_HI,2018,2 old database,0.95617031,0.949282787,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Saint-Remy-Sur-Avre,21.83603815,2016,1 Urban-Traffic,Measured,14.49713803,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.76089,1.23365,3749,High income,Eur_HI,2018,1 old database,0.972677596,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Sainte-Clotilde,18.15130205,2016,1 Urban-Background,Measured,12.05080928,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],-20.889893,55.46884,5990,High income,Eur_HI,2018,1 calculated,0.973132969,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Sainte-Marguerite-Sur-Mer,15.37982506,2016,1 Rural-Near_city-Background,Measured,10.2108013,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.916363,0.957178,503,High income,Eur_HI,2018,1 old database,0.878529144,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Salaise-Sur-Sanne,19.89546213,2016,1 Suburban-Traffic,Measured,14.96698043,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.353188,4.804822,4206,High income,Eur_HI,2018,1 old database,0.927481785,0.96026867,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Salome,21.05868399,2016,1 Suburban-Background,Measured,13.98104576,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.532032,2.839,2976,High income,Eur_HI,2018,1 old database,0.972336066,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Salon-De-Provence,19.50893435,2016,1 Urban-Background,Measured,12.95215332,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.639004,5.101097,42812,High income,Eur_HI,2018,1 old database,0.865323315,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Salouel,18.83715414,2016,1 Suburban-Background,Measured,12.50615253,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.86889,2.239806,4010,High income,Eur_HI,2018,1 old database,0.965277778,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Sarreguemines,11.33374543,2016,1 Urban-Background,Measured,7.524573403,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.118343,7.083539,21604,High income,Eur_HI,2018,1 old database,0.967782332,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,FRA,France,Sarrola-Carcopino,22.08091193,2016,1 Rural-Industrial,Measured,14.65971189,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],41.964443,8.820278,2155,High income,Eur_HI,2018,1 old database,0.946265938,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Schoelcher,24.78270414,2016,1 Urban-Background,Measured,16.45345553,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],14.616389,-61.1008,20594,High income,Eur_HI,2018,1 old database,0.93545082,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,FRA,France,Schoeneck,17.0135833,2016,1 Suburban-Background,Measured,11.29546779,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.220364,6.925833,2782,High income,Eur_HI,2018,1 old database,0.979166667,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Sens,17.3219887,2016,1 Urban-Background,Measured,11.50022085,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.200436,3.2773,25146,High income,Eur_HI,2018,1 old database,0.887295082,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Strasbourg,21.73816818,2016,"2 Urban-Background, 2 Urban-Traffic",Measured,14.409206,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.586788,7.75510575,460529,High income,Eur_HI,2018,4 UN 2015,0.961520947,0.962090164,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,FRA,France,Talence,18.5923752,2016,1 Urban-Background,Measured,12.28639401,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.800556,-0.588056,40763,High income,Eur_HI,2018,1 old database,0.971539162,0.943647541,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Tartas,16.05683672,2016,1 Suburban-Industrial,Measured,10.66027531,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.838333,-0.810833,3134,High income,Eur_HI,2018,1 old database,0.97962204,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Ternay,21.39293294,2016,1 Suburban-Background,Measured,14.20295658,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.6019,4.8022,5357,High income,Eur_HI,2018,1 old database,0.984744991,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Thionville,17.51241286,2016,2 Urban-Background,Measured,14.21707498,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.3634735,6.1588865,40951,High income,Eur_HI,2018,2 old database,0.970343807,0.977686703,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Toulon,26.20219645,2016,1 Urban-Traffic,Measured,17.39586898,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.12682,5.921605,575737,High income,Eur_HI,2018,1 UN 2015,0.977003643,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,FRA,France,Toulouse,16.68793824,2016,"2 Urban-Background, 2 Urban-Industrial, 1 Urban-Traffic",Measured,10.64781606,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.5944832,1.4299598,937827,High income,Eur_HI,2018,5 UN 2015,0.940368852,0.97586521,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Tourcoing,23.21058761,2016,1 Urban-Background,Measured,15.40971352,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.7242,3.15906,92018,High income,Eur_HI,2018,1 old database,0.9803051,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,FRA,France,Tours,16.27016666,2016,1 Urban-Background,Measured,10.80190693,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.41908,0.682941,352551,High income,Eur_HI,2018,1 UN 2015,0.922131148,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Tremblay-En-France,20.87305259,2016,1 Suburban-Background,Measured,13.85780344,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.95555,2.575278,34452,High income,Eur_HI,2018,1 old database,0.961065574,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Tulle,15.3067127,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,7.67131717,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.2618075,1.7619445,14666,High income,Eur_HI,2018,2 old database,0.980760474,0.906648452,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Val-De-Reuil,16.54074359,2016,1 Rural-Near_city-Background,Measured,10.98154534,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.30487,1.214367,13233,High income,Eur_HI,2018,1 old database,0.929303279,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Valence,21.0476312,2016,1 Urban-Background,Measured,12.9526328,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.933514,4.893481,63148,High income,Eur_HI,2018,1 old database,0.971766849,0.979394353,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,FRA,France,Valenciennes,22.25696482,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,15.01816336,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.36139,3.515385,335094,High income,Eur_HI,2018,2 UN 2015,0.952242714,0.93306011,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,FRA,France,Vannes,11.38681513,2016,1 Urban-Background,Measured,8.66117041,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.64892,-2.76399,52784,High income,Eur_HI,2018,1 old database,0.902208561,0.895833333,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Vaulx-En-Velin,19.83060818,2016,1 Urban-Background,Measured,12.95310779,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.7789,4.9247,42726,High income,Eur_HI,2018,1 old database,0.95651184,0.839594718,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Venaco,9.67310157,2016,1 Rural-Regional-Background,Measured,6.46801339,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],42.2361,9.190019,771,High income,Eur_HI,2018,1 old database,0.962773224,0.951844262,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,FRA,France,Venissieux,20.7643639,2016,1 Suburban-Industrial,Measured,13.78564406,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.7078,4.8644,56061,High income,Eur_HI,2018,1 manual,0.994193989,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Verneuil,11.81635609,2016,1 Rural-Remote-Background,Converted,7.84498287,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.814693,2.610068,38,High income,Eur_HI,2018,1 old database,NA,0.963911658,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,FRA,France,Vesoul,15.69566285,2016,1 Urban-Background,Measured,10.42048879,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.62,6.157611,15623,High income,Eur_HI,2018,1 old database,0.986680328,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Vienne,20.43456782,2016,1 Urban-Background,Measured,13.56668954,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.52597,4.875408,28800,High income,Eur_HI,2018,1 old database,0.929872495,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,FRA,France,Vierzon,15.84367576,2016,1 Urban-Background,Measured,10.87941516,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.222027,2.072994,26743,High income,Eur_HI,2018,1 old database,0.97962204,0.963570128,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Village-Neuf,17.38491269,2016,1 Suburban-Background,Measured,11.54199664,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.594913,7.568175,3765,High income,Eur_HI,2018,1 old database,0.951958106,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Villefranche-Sur-Saone,17.66596736,2016,1 Urban-Background,Measured,13.31735918,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.98638,4.719281,35640,High income,Eur_HI,2018,1 old database,0.976775956,0.992372495,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,FRA,France,Villeurbanne,25.91280351,2016,2 Urban-Traffic,Measured,17.20373845,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.76659,4.892393,145034,High income,Eur_HI,2018,2 old database,0.956397997,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,FRA,France,Villiers-En-Bois,11.40688444,2016,1 Rural-Regional-Background,Measured,7.573131036,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.143173,-0.396042,139,High income,Eur_HI,2018,1 old database,0.933970856,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,FRA,France,Vitry-Sur-Seine,21.8533379,2016,1 Urban-Background,Measured,13.1151018,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.7758,2.3758,86375,High income,Eur_HI,2018,1 old database,0.829804189,0.911316029,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,FRA,France,Vittel,13.70621742,2016,1 Suburban-Background,Measured,9.099678451,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.19361,5.937222,5390,High income,Eur_HI,2018,1 old database,0.991689435,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,FRA,France,Voiron,18.63141877,2016,1 Urban-Background,Measured,12.369563,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.360176,5.589419,19579,High income,Eur_HI,2018,1 old database,0.979735883,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,FRA,France,Wingles,19.27736696,2016,1 Suburban-Industrial,Measured,12.79841369,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.496506,2.86725,8239,High income,Eur_HI,2018,1 old database,0.909266849,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Aberdeen,7.814700376,2016,1 Urban-Background,Converted,5.36978166,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],57.15736,-2.094278,208361,High income,Eur_HI,2018,1 old database,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Barnstaple,15.57151349,2016,1 Urban-Traffic,Converted,10.69978675,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.074793,-4.041924,31616,High income,Eur_HI,2018,1 manual,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Belfast,18.81113055,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,9.55382272,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],54.586118,-5.9518885,605163,High income,Eur_HI,2018,2 UN 2015,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Birkenhead,11.47630209,2016,1 Urban-Background,Converted,7.88580925,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.37287,-3.022722,327833,High income,Eur_HI,2018,1 UN 2015,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Birmingham,16.19245473,2016,2 Urban-Background,Measured,10.22680676,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],52.4744435,-1.830291,997130,High income,Eur_HI,2018,2 old database,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Blackpool,11.40721106,2016,1 Urban-Background,Converted,7.83833414,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.80489,-3.007175,275003,High income,Eur_HI,2018,1 manual,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Bournemouth,10.8993547,2016,1 Urban-Background,Converted,7.48936647,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.73957,-1.826744,159230,High income,Eur_HI,2018,1 old database,NA,1,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Brighton,13.12548782,2016,1 Urban-Background,Converted,9.01902829,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.840836,-0.147572,249782,High income,Eur_HI,2018,1 old database,NA,1,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Bristol,15.4150436,2016,1 Urban-Background,Measured,10.59227026,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.462839,-2.584482,648143,High income,Eur_HI,2018,1 UN 2015,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Bury,15.2392597,2016,1 Urban-Traffic,Measured,10.47148237,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.559029,-2.293772,77211,High income,Eur_HI,2018,1 manual,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Cardiff,14.0598358,2016,1 Urban-Background,Converted,9.66105478,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.48178,-3.17625,468264,High income,Eur_HI,2018,1 UN 2015,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Chepstow,17.73971858,2016,1 Urban-Traffic,Measured,12.18964399,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.638094,-2.678731,12350,High income,Eur_HI,2018,1 old database,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Chesterfield,16.21345403,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,10.7660504,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.2379265,-1.455945,96749,High income,Eur_HI,2018,2 old database,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Coventry,15.09693074,2016,1 Urban-Background,Converted,10.37368266,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],52.411563,-1.560228,359262,High income,Eur_HI,2018,1 manual,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Eastbourne,17.77432771,2016,1 Urban-Background,Measured,12.21342526,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.805778,0.271611,91613,High income,Eur_HI,2018,1 old database,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Eccles,15.22412566,2016,1 Urban-Background,Converted,10.46108319,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.48481,-2.334139,38756,High income,Eur_HI,2018,1 manual,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Edinburgh,10.70580801,2016,1 Urban-Background,Measured,7.356373084,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],55.945589,-3.182186,494710,High income,Eur_HI,2018,1 UN 2015,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,GBR,United Kingdom,Enniskillen,5.42031605,2016,1 Rural-Background,Measured,3.724507955,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],54.43951,-7.900328,13790,High income,Eur_HI,2018,1 manual,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,GBR,United Kingdom,Erith,15.51493818,2016,1 Suburban-Background,Converted,10.66091168,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.46603,0.184806,12053,High income,Eur_HI,2018,1 manual,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Gillingham,19.09339788,2016,1 Urban-Traffic,Measured,11.52281013,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.374264,0.54797,243931,High income,Eur_HI,2018,1 manual,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Glasgow,12.48965068,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,8.04133979,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],55.863359,-4.2409225,1222955,High income,Eur_HI,2018,2 UN 2015,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Grangemouth,9.338027169,2016,1 Urban-Industrial,Converted,6.41651818,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],56.010319,-3.704399,17373,High income,Eur_HI,2018,1 old database,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Grays,17.26325927,2016,1 Urban-Background,Measured,11.86225045,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.47707,0.317969,66843,High income,Eur_HI,2018,1 manual,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Harlington,14.02021204,2016,1 Urban-Industrial,Converted,9.63382777,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.48879,-0.441614,2297,High income,Eur_HI,2018,1 manual,NA,0.99863388,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Hull,16.49815202,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,11.24069434,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.7538755,-0.3234855,245557,High income,Eur_HI,2018,2 old database,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Inverness,8.56231514,2016,1 Urban-Traffic,Measured,4.7474972,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],57.481308,-4.241451,48201,High income,Eur_HI,2018,1 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,GBR,United Kingdom,Leeds,17.90394706,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,11.18174606,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.811876,-1.5614165,745722,High income,Eur_HI,2018,2 old database,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,GBR,United Kingdom,Leicester,21.54267767,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,11.54841125,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],52.62925,-1.1257695,535803,High income,Eur_HI,2018,2 UN 2015,0.999772313,0.999772313,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,GBR,United Kingdom,London,23.48601273,2016,"1 Suburban-Background, 5 Urban-Background, 7 Urban-Traffic",Measured,11.51906261,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],51.50543885,-0.159886462,10313307,High income,Eur_HI,2018,13 UN 2015,0.99980484,0.970144581,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,GBR,United Kingdom,Manchester,14.85297597,2016,1 Urban-Background,Converted,10.20605194,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],53.48152,-2.237881,2645598,High income,Eur_HI,2018,1 UN 2015,NA,0.999772313,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
